price sqFt year doorMan min_from_sub
924.47 624.82 1985 1 8 
924.55 624.90 1985 1 8 
924.55 624.95 1985 1 8 
924.57 624.97 1985 1 8 
924.61 624.98 1985 1 8 
924.63 625.06 1985 1 8 
924.70 625.09 1985 1 8 
924.71 625.12 1985 1 8 
924.78 625.13 1985 1 8 
924.85 625.19 1985 1 8 
924.88 625.23 1985 1 8 
924.89 625.23 1985 1 8 
925.02 625.25 1985 1 8 
925.02 625.25 1985 1 8 
925.03 625.26 1985 1 8 
925.04 625.30 1985 1 8 
925.04 625.37 1985 1 8 
925.06 625.41 1985 1 8 
925.08 625.41 1985 1 8 
925.14 625.42 1985 1 8 
925.21 625.45 1985 1 8 
925.37 625.46 1985 1 8 
925.49 625.55 1985 1 8 
925.51 625.55 1985 1 8 
925.62 625.62 1985 1 8 
925.64 625.63 1985 1 8 
925.66 625.64 1985 1 8 
925.67 625.66 1985 1 8 
925.68 625.71 1985 1 8 
925.73 625.71 1985 1 8 
925.73 625.74 1985 1 8 
925.74 625.80 1985 1 8 
925.74 625.86 1985 1 8 
925.75 625.87 1985 1 8 
925.78 625.93 1985 1 8 
925.79 625.93 1985 1 8 
925.81 625.96 1985 1 8 
925.85 625.98 1985 1 8 
925.88 626.02 1985 1 8 
925.91 626.03 1985 1 8 
925.92 626.04 1985 1 8 
925.94 626.05 1985 1 8 
925.95 626.05 1985 1 8 
925.97 626.06 1985 1 8 
925.99 626.09 1985 1 8 
926.05 626.11 1985 1 8 
926.06 626.13 1985 1 8 
926.07 626.18 1985 1 8 
926.10 626.31 1985 1 8 
926.13 626.35 1985 1 8 
926.14 626.36 1985 1 8 
926.20 626.38 1985 1 8 
926.21 626.38 1985 1 8 
926.31 626.41 1985 1 8 
926.33 626.44 1985 1 8 
926.41 626.46 1985 1 8 
926.44 626.47 1985 1 8 
926.48 626.48 1985 1 8 
926.54 626.54 1985 1 8 
926.61 626.57 1985 1 8 
926.73 626.58 1985 1 8 
926.77 626.63 1985 1 8 
926.85 626.63 1985 1 8 
926.90 626.66 1985 1 8 
926.93 626.69 1985 1 8 
926.96 626.70 1985 1 8 
926.99 626.79 1985 1 8 
927.02 626.79 1985 1 8 
927.04 626.85 1985 1 8 
927.09 626.85 1985 1 8 
927.10 626.88 1985 1 8 
927.12 626.91 1985 1 8 
927.14 626.91 1985 1 8 
927.22 626.95 1985 1 8 
927.24 626.96 1985 1 8 
927.27 627.01 1985 1 8 
927.31 627.04 1985 1 8 
927.43 627.06 1985 1 8 
927.44 627.15 1985 1 8 
927.49 627.20 1985 1 8 
927.49 627.20 1985 1 8 
927.50 627.21 1985 1 8 
927.60 627.30 1985 1 8 
927.66 627.30 1985 1 8 
927.68 627.32 1985 1 8 
927.71 627.38 1985 1 8 
927.78 627.39 1985 1 8 
927.84 627.40 1985 1 8 
927.84 627.41 1985 1 8 
927.85 627.51 1985 1 8 
927.96 627.52 1985 1 8 
927.97 627.57 1985 1 8 
928.03 627.63 1985 1 8 
928.09 627.66 1985 1 8 
928.09 627.73 1985 1 8 
928.16 627.78 1985 1 8 
928.35 627.80 1985 1 8 
928.35 627.89 1985 1 8 
928.36 627.92 1985 1 8 
928.38 627.95 1985 1 8 
928.39 627.95 1985 1 8 
928.45 628.00 1985 1 8 
928.46 628.00 1985 1 8 
928.49 628.02 1985 1 8 
928.49 628.04 1985 1 8 
928.50 628.04 1985 1 8 
928.58 628.07 1985 1 8 
928.60 628.08 1985 1 8 
928.60 628.10 1985 1 8 
928.61 628.10 1985 1 8 
928.67 628.17 1985 1 8 
928.67 628.18 1985 1 8 
928.69 628.24 1985 1 8 
928.69 628.27 1985 1 8 
928.70 628.31 1985 1 8 
928.70 628.34 1985 1 8 
928.71 628.39 1985 1 8 
928.74 628.43 1985 1 8 
928.78 628.46 1985 1 8 
928.87 628.49 1985 1 8 
928.88 628.51 1985 1 8 
928.90 628.52 1985 1 8 
928.98 628.52 1985 1 8 
928.99 628.57 1985 1 8 
929.02 628.64 1985 1 8 
929.02 628.66 1985 1 8 
929.08 628.67 1985 1 8 
929.09 628.69 1985 1 8 
929.09 628.76 1985 1 8 
929.11 628.78 1985 1 8 
929.12 628.82 1985 1 8 
929.15 628.83 1985 1 8 
929.16 628.87 1985 1 8 
929.19 628.88 1985 1 8 
929.25 628.93 1985 1 8 
929.31 628.99 1985 1 8 
929.37 629.00 1985 1 8 
929.38 629.01 1985 1 8 
929.44 629.06 1985 1 8 
929.45 629.08 1985 1 8 
929.45 629.10 1985 1 8 
929.45 629.13 1985 1 8 
929.46 629.19 1985 1 8 
929.47 629.21 1985 1 8 
929.48 629.21 1985 1 8 
929.48 629.23 1985 1 8 
929.50 629.27 1985 1 8 
929.51 629.27 1985 1 8 
929.52 629.30 1985 1 8 
929.53 629.30 1985 1 8 
929.58 629.31 1985 1 8 
929.60 629.36 1985 1 8 
929.69 629.36 1985 1 8 
929.71 629.36 1985 1 8 
929.74 629.38 1985 1 8 
929.75 629.39 1985 1 8 
929.78 629.52 1985 1 8 
929.86 629.56 1985 1 8 
929.88 629.63 1985 1 8 
929.89 629.71 1985 1 8 
929.92 629.74 1985 1 8 
929.92 629.78 1985 1 8 
930.03 629.88 1985 1 8 
930.06 629.90 1985 1 8 
930.09 630.02 1985 1 8 
930.22 630.05 1985 1 8 
930.24 630.06 1985 1 8 
930.26 630.12 1985 1 8 
930.27 630.13 1985 1 8 
930.28 630.17 1985 1 8 
930.30 630.21 1985 1 8 
930.34 630.22 1985 1 8 
930.36 630.23 1985 1 8 
930.39 630.33 1985 1 8 
930.39 630.33 1985 1 8 
930.41 630.34 1985 1 8 
930.54 630.43 1985 1 8 
930.56 630.43 1985 1 8 
930.60 630.48 1985 1 8 
930.64 630.50 1985 1 8 
930.65 630.54 1985 1 8 
930.65 630.55 1985 1 8 
930.66 630.58 1985 1 8 
930.67 630.59 1985 1 8 
930.79 630.64 1985 1 8 
930.81 630.65 1985 1 8 
930.86 630.66 1985 1 8 
930.91 630.71 1985 1 8 
930.92 630.72 1985 1 8 
930.96 630.73 1985 1 8 
930.99 630.73 1985 1 8 
930.99 630.76 1985 1 8 
931.01 630.80 1985 1 8 
931.02 630.80 1985 1 8 
931.04 630.81 1985 1 8 
931.14 630.82 1985 1 8 
931.19 630.88 1985 1 8 
931.24 630.90 1985 1 8 
931.25 630.93 1985 1 8 
931.27 630.93 1985 1 8 
931.34 630.96 1985 1 8 
931.34 630.97 1985 1 8 
931.45 631.01 1985 1 8 
931.45 631.01 1985 1 8 
931.48 631.01 1985 1 8 
931.51 631.03 1985 1 8 
931.54 631.05 1985 1 8 
931.54 631.06 1985 1 8 
931.59 631.14 1985 1 8 
931.74 631.14 1985 1 8 
931.75 631.15 1985 1 8 
931.82 631.16 1985 1 8 
931.94 631.17 1985 1 8 
932.02 631.18 1985 1 8 
932.11 631.18 1985 1 8 
932.13 631.22 1985 1 8 
932.14 631.35 1985 1 8 
932.14 631.36 1985 1 8 
932.16 631.45 1985 1 8 
932.16 631.46 1985 1 8 
932.24 631.48 1985 1 8 
932.26 631.48 1985 1 8 
932.28 631.48 1985 1 8 
932.30 631.52 1985 1 8 
932.39 631.53 1985 1 8 
932.45 631.56 1985 1 8 
932.51 631.61 1985 1 8 
932.51 631.68 1985 1 8 
932.56 631.69 1985 1 8 
932.57 631.69 1985 1 8 
932.58 631.69 1985 1 8 
932.65 631.70 1985 1 8 
932.68 631.77 1985 1 8 
932.68 631.85 1985 1 8 
932.69 631.87 1985 1 8 
932.73 631.89 1985 1 8 
932.77 631.96 1985 1 8 
932.84 631.99 1985 1 8 
932.88 632.03 1985 1 8 
932.91 632.04 1985 1 8 
932.94 632.10 1985 1 8 
932.95 632.11 1985 1 8 
932.95 632.12 1985 1 8 
932.96 632.12 1985 1 8 
932.97 632.17 1985 1 8 
933.00 632.17 1985 1 8 
933.09 632.23 1985 1 8 
933.14 632.24 1985 1 8 
933.16 632.28 1985 1 8 
933.17 632.28 1985 1 8 
933.27 632.35 1985 1 8 
933.27 632.41 1985 1 8 
933.29 632.41 1985 1 8 
933.37 632.42 1985 1 8 
933.37 632.44 1985 1 8 
933.38 632.49 1985 1 8 
933.39 632.51 1985 1 8 
933.42 632.58 1985 1 8 
933.44 632.74 1985 1 8 
933.51 632.74 1985 1 8 
933.57 632.97 1985 1 8 
933.58 633.00 1985 1 8 
933.60 633.04 1985 1 8 
933.62 633.06 1985 1 8 
933.67 633.11 1985 1 8 
933.68 633.12 1985 1 8 
933.75 633.14 1985 1 8 
933.90 633.20 1985 1 8 
933.90 633.20 1985 1 8 
933.93 633.21 1985 1 8 
934.02 633.22 1985 1 8 
934.06 633.25 1985 1 8 
934.12 633.27 1985 1 8 
934.14 633.29 1985 1 8 
934.14 633.44 1985 1 8 
934.15 633.48 1985 1 8 
934.20 633.52 1985 1 8 
934.25 633.58 1985 1 8 
934.29 633.66 1985 1 8 
934.35 633.66 1985 1 8 
934.37 633.67 1985 1 8 
934.40 633.69 1985 1 8 
934.45 633.74 1985 1 8 
934.49 633.84 1985 1 8 
934.49 633.85 1985 1 8 
934.51 633.88 1985 1 8 
934.53 633.90 1985 1 8 
934.57 633.93 1985 1 8 
934.59 633.95 1985 1 8 
934.60 633.98 1985 1 8 
934.61 634.03 1985 1 8 
934.70 634.04 1985 1 8 
934.72 634.11 1985 1 8 
934.74 634.14 1985 1 8 
934.80 634.14 1985 1 8 
934.85 634.15 1985 1 8 
935.00 634.15 1985 1 8 
935.02 634.19 1985 1 8 
935.05 634.19 1985 1 8 
935.05 634.28 1985 1 8 
935.07 634.54 1985 1 8 
935.10 634.64 1985 1 8 
935.13 634.64 1985 1 8 
935.13 634.66 1985 1 8 
935.14 634.70 1985 1 8 
935.15 634.77 1985 1 8 
935.19 634.78 1985 1 8 
935.19 634.81 1985 1 8 
935.23 634.81 1985 1 8 
935.27 634.86 1985 1 8 
935.32 634.86 1985 1 8 
935.35 634.87 1985 1 8 
935.35 634.88 1985 1 8 
935.39 634.94 1985 1 8 
935.44 634.95 1985 1 8 
935.48 634.97 1985 1 8 
935.50 635.01 1985 1 8 
935.50 635.10 1985 1 8 
935.51 635.11 1985 1 8 
935.54 635.16 1985 1 8 
935.58 635.20 1985 1 8 
935.65 635.21 1985 1 8 
935.67 635.24 1985 1 8 
935.73 635.26 1985 1 8 
935.76 635.30 1985 1 8 
935.77 635.35 1985 1 8 
935.78 635.37 1985 1 8 
935.81 635.38 1985 1 8 
935.91 635.39 1985 1 8 
935.97 635.40 1985 1 8 
936.00 635.41 1985 1 8 
936.08 635.44 1986 1 8 
936.09 635.50 1986 1 8 
936.14 635.52 1986 1 8 
936.14 635.59 1986 1 8 
936.17 635.60 1986 1 8 
936.18 635.66 1986 1 8 
936.21 635.68 1986 1 8 
936.26 635.73 1986 1 8 
936.26 635.79 1986 1 8 
936.34 635.80 1986 1 8 
936.38 635.86 1986 1 8 
936.38 635.87 1986 1 8 
936.40 635.92 1986 1 8 
936.41 635.96 1986 1 8 
936.42 635.99 1986 1 8 
936.48 636.02 1986 1 8 
936.50 636.35 1986 1 8 
936.51 636.37 1986 1 8 
936.53 636.38 1986 1 8 
936.55 636.39 1986 1 8 
936.56 636.39 1986 1 8 
936.56 636.45 1986 1 8 
936.58 636.52 1986 1 8 
936.62 636.67 1986 1 8 
936.64 636.69 1986 1 8 
936.67 636.70 1986 1 8 
936.68 636.74 1986 1 8 
936.72 636.81 1986 1 8 
936.74 636.82 1986 1 8 
936.74 636.83 1986 1 8 
936.76 636.84 1986 1 8 
936.76 636.84 1986 1 8 
936.79 636.85 1986 1 8 
936.81 636.87 1986 1 8 
936.84 636.97 1986 1 8 
936.85 637.06 1986 1 8 
936.85 637.08 1986 1 8 
936.91 637.22 1986 1 8 
937.01 637.26 1986 1 8 
937.05 637.27 1986 1 8 
937.06 637.27 1986 1 8 
937.13 637.30 1986 1 8 
937.20 637.31 1986 1 8 
937.28 637.37 1986 1 8 
937.30 637.41 1986 1 8 
937.32 637.42 1986 1 8 
937.32 637.45 1986 1 8 
937.34 637.49 1986 1 8 
937.43 637.55 1986 1 8 
937.47 637.59 1986 1 8 
937.48 637.64 1986 1 8 
937.49 637.68 1986 1 8 
937.51 637.79 1986 1 8 
937.54 637.83 1986 1 8 
937.58 637.83 1986 1 8 
937.59 637.85 1986 1 8 
937.66 637.91 1986 1 8 
937.69 637.93 1986 1 8 
937.72 637.95 1986 1 8 
937.75 637.95 1986 1 8 
937.77 638.00 1986 1 8 
937.90 638.05 1986 1 8 
937.91 638.10 1986 1 8 
937.92 638.14 1986 1 8 
937.94 638.19 1986 1 8 
937.97 638.21 1986 1 8 
937.99 638.22 1986 1 8 
938.03 638.23 1986 1 8 
938.04 638.25 1986 1 8 
938.05 638.34 1986 1 8 
938.09 638.44 1986 1 8 
938.11 638.47 1986 1 8 
938.14 638.49 1986 1 8 
938.16 638.55 1986 1 8 
938.16 638.67 1986 1 8 
938.21 638.74 1986 1 9 
938.34 638.81 1986 1 9 
938.38 638.82 1986 1 9 
938.39 638.89 1986 1 9 
938.42 638.91 1986 1 9 
938.43 638.93 1986 1 9 
938.45 638.96 1986 1 9 
938.45 639.01 1986 1 9 
938.47 639.03 1986 1 9 
938.48 639.03 1986 1 9 
938.50 639.06 1986 1 9 
938.53 639.12 1986 1 9 
938.59 639.15 1986 1 9 
938.59 639.24 1986 1 9 
938.59 639.25 1986 1 9 
938.59 639.26 1986 1 9 
938.59 639.26 1986 1 9 
938.61 639.27 1986 1 9 
938.70 639.29 1986 1 9 
938.70 639.33 1986 1 9 
938.70 639.36 1986 1 9 
938.73 639.37 1986 1 9 
938.82 639.43 1986 1 9 
938.83 639.45 1986 1 9 
938.87 639.45 1986 1 9 
938.93 639.46 1986 1 9 
938.95 639.46 1986 1 9 
938.96 639.47 1986 1 9 
938.99 639.51 1986 1 9 
939.00 639.51 1986 1 9 
939.01 639.53 1986 1 9 
939.02 639.57 1986 1 9 
939.18 639.57 1986 1 9 
939.19 639.60 1986 1 9 
939.21 639.61 1986 1 9 
939.23 639.65 1986 1 9 
939.30 639.68 1986 1 9 
939.35 639.81 1986 1 9 
939.37 639.84 1986 1 9 
939.44 639.90 1986 1 9 
939.46 639.91 1986 1 9 
939.46 639.96 1986 1 9 
939.50 640.03 1986 1 9 
939.53 640.08 1986 1 9 
939.54 640.09 1986 1 9 
939.55 640.13 1986 1 9 
939.56 640.17 1986 1 9 
939.60 640.30 1986 1 9 
939.61 640.32 1986 1 9 
939.63 640.32 1986 1 9 
939.69 640.33 1986 1 9 
939.74 640.43 1986 1 9 
939.75 640.44 1986 1 9 
939.77 640.44 1986 1 9 
939.79 640.47 1986 1 9 
939.80 640.50 1986 1 9 
939.98 640.64 1986 1 9 
940.01 640.74 1986 1 9 
940.03 640.76 1986 1 9 
940.04 640.77 1986 1 9 
940.06 640.80 1986 1 9 
940.09 640.84 1986 1 9 
940.09 640.85 1986 1 9 
940.18 640.88 1986 1 9 
940.21 640.90 1986 1 9 
940.22 640.91 1986 1 9 
940.25 640.93 1986 1 9 
940.31 640.93 1986 1 9 
940.33 640.99 1986 1 9 
940.37 640.99 1986 1 9 
940.37 641.01 1986 1 9 
940.38 641.03 1986 1 9 
940.38 641.04 1986 1 9 
940.40 641.04 1986 1 9 
940.50 641.05 1986 1 9 
940.51 641.05 1986 1 9 
940.53 641.14 1986 1 9 
940.54 641.17 1986 1 9 
940.56 641.20 1986 1 9 
940.59 641.24 1986 1 9 
940.59 641.29 1986 1 9 
940.63 641.31 1986 1 9 
940.65 641.31 1986 1 9 
940.67 641.44 1986 1 9 
940.67 641.45 1986 1 9 
940.70 641.60 1986 1 9 
940.73 641.63 1986 1 9 
940.76 641.64 1986 1 9 
940.76 641.65 1986 1 9 
940.78 641.67 1986 1 9 
940.79 641.76 1986 1 9 
940.79 641.77 1986 1 9 
940.85 641.79 1986 1 9 
940.89 641.85 1986 1 9 
940.90 641.93 1986 1 9 
940.92 641.94 1986 1 9 
940.94 641.95 1986 1 9 
940.95 641.98 1986 1 9 
940.97 641.98 1986 1 9 
941.10 641.99 1986 1 9 
941.13 642.00 1986 1 9 
941.15 642.05 1986 1 9 
941.18 642.06 1986 1 9 
941.23 642.06 1986 1 9 
941.23 642.10 1986 1 9 
941.28 642.13 1986 1 9 
941.29 642.13 1986 1 9 
941.32 642.17 1986 1 9 
941.36 642.19 1986 1 9 
941.38 642.20 1986 1 9 
941.39 642.22 1986 1 9 
941.40 642.24 1986 1 9 
941.40 642.26 1986 1 9 
941.44 642.32 1986 1 9 
941.46 642.35 1986 1 9 
941.47 642.40 1986 1 9 
941.48 642.46 1986 1 9 
941.48 642.47 1986 1 9 
941.54 642.50 1986 1 9 
941.64 642.56 1986 1 9 
941.64 642.56 1986 1 9 
941.64 642.56 1986 1 9 
941.65 642.59 1986 1 9 
941.65 642.63 1986 1 9 
941.65 642.63 1986 1 9 
941.66 642.68 1986 1 9 
941.66 642.79 1986 1 9 
941.72 642.79 1986 1 9 
941.76 642.80 1986 1 9 
941.77 642.85 1986 1 9 
941.84 642.86 1986 1 9 
941.84 642.87 1986 1 9 
941.86 642.91 1986 1 9 
941.86 642.92 1986 1 9 
941.90 642.99 1986 1 9 
941.91 643.00 1986 1 9 
941.98 643.00 1986 1 9 
942.01 643.04 1986 1 9 
942.02 643.06 1986 1 9 
942.03 643.10 1986 1 9 
942.05 643.15 1986 1 9 
942.08 643.30 1986 1 9 
942.09 643.35 1986 1 9 
942.10 643.38 1986 1 9 
942.10 643.39 1986 1 9 
942.12 643.39 1986 1 9 
942.13 643.41 1986 1 9 
942.27 643.46 1986 1 9 
942.29 643.46 1986 1 9 
942.38 643.47 1986 1 9 
942.38 643.54 1986 1 9 
942.40 643.68 1986 1 9 
942.45 643.68 1986 1 9 
942.48 643.69 1986 1 9 
942.56 643.72 1986 1 9 
942.59 643.73 1986 1 9 
942.62 643.73 1986 1 9 
942.64 643.78 1986 1 9 
942.64 643.81 1986 1 9 
942.66 643.83 1986 1 9 
942.66 643.86 1986 1 9 
942.68 643.87 1986 1 9 
942.72 643.88 1986 1 9 
942.72 643.89 1986 1 9 
942.75 643.93 1986 1 9 
942.77 644.03 1986 1 9 
942.79 644.06 1986 1 9 
942.80 644.07 1986 1 9 
942.87 644.07 1986 1 9 
942.93 644.11 1986 1 9 
942.97 644.12 1986 1 9 
943.01 644.13 1986 1 9 
943.03 644.17 1986 1 9 
943.05 644.17 1986 1 9 
943.08 644.18 1986 1 9 
943.12 644.18 1986 1 9 
943.13 644.23 1986 1 9 
943.14 644.27 1986 1 9 
943.16 644.30 1986 1 9 
943.16 644.31 1986 1 9 
943.17 644.34 1986 1 9 
943.21 644.42 1986 1 9 
943.28 644.46 1986 1 9 
943.29 644.50 1986 1 9 
943.29 644.55 1986 1 9 
943.30 644.58 1986 1 9 
943.37 644.60 1986 1 9 
943.46 644.67 1986 1 9 
943.60 644.69 1986 1 9 
943.64 644.69 1986 1 9 
943.66 644.70 1986 1 9 
943.66 644.71 1986 1 9 
943.69 644.73 1986 1 9 
943.70 644.79 1986 1 9 
943.72 644.80 1986 1 9 
943.73 644.83 1986 1 9 
943.77 644.84 1986 1 9 
943.79 644.86 1986 1 9 
943.86 644.87 1986 1 9 
943.90 644.87 1986 1 9 
943.93 645.02 1986 1 9 
943.96 645.05 1986 1 9 
943.98 645.08 1986 1 9 
943.99 645.09 1986 1 9 
944.00 645.10 1986 1 9 
944.04 645.14 1986 1 9 
944.05 645.15 1986 1 9 
944.09 645.16 1986 1 9 
944.12 645.21 1986 1 9 
944.14 645.21 1986 1 9 
944.16 645.23 1986 1 9 
944.17 645.24 1986 1 9 
944.18 645.24 1986 1 9 
944.21 645.24 1986 1 9 
944.25 645.25 1986 1 9 
944.27 645.25 1986 1 9 
944.32 645.25 1986 1 9 
944.37 645.26 1986 1 9 
944.39 645.26 1986 1 9 
944.42 645.27 1986 1 9 
944.54 645.29 1986 1 9 
944.55 645.34 1986 1 9 
944.60 645.39 1986 1 9 
944.61 645.42 1986 1 9 
944.64 645.45 1986 1 9 
944.68 645.46 1986 1 9 
944.73 645.51 1986 1 9 
944.78 645.52 1986 1 9 
944.79 645.56 1986 1 9 
944.81 645.58 1986 1 9 
944.83 645.59 1986 1 9 
944.90 645.63 1986 1 9 
944.92 645.63 1986 1 9 
945.03 645.64 1986 1 9 
945.07 645.71 1986 1 9 
945.08 645.72 1986 1 9 
945.09 645.73 1986 1 9 
945.14 645.76 1986 1 9 
945.19 645.81 1986 1 9 
945.21 645.88 1986 1 9 
945.22 645.88 1986 1 9 
945.26 645.90 1986 1 9 
945.31 645.91 1986 1 9 
945.32 645.93 1986 1 9 
945.36 645.93 1986 1 9 
945.42 645.95 1986 1 9 
945.43 646.00 1986 1 9 
945.44 646.03 1986 1 9 
945.44 646.04 1986 1 9 
945.44 646.10 1986 1 9 
945.53 646.10 1986 1 9 
945.54 646.11 1986 1 9 
945.58 646.15 1986 1 9 
945.60 646.19 1986 1 9 
945.63 646.23 1986 1 9 
945.67 646.33 1986 1 9 
945.67 646.34 1986 1 9 
945.75 646.41 1986 1 9 
945.76 646.42 1986 1 9 
945.76 646.43 1986 1 9 
945.76 646.45 1986 1 9 
945.77 646.47 1986 1 9 
945.77 646.47 1986 1 9 
945.79 646.48 1986 1 9 
945.85 646.49 1986 1 9 
945.86 646.51 1986 1 9 
945.88 646.52 1986 1 9 
945.90 646.52 1986 1 9 
945.91 646.59 1986 1 9 
945.92 646.60 1986 1 9 
945.95 646.61 1986 1 9 
945.97 646.64 1986 1 9 
946.01 646.66 1986 1 9 
946.06 646.79 1986 1 9 
946.07 646.82 1986 1 9 
946.08 646.82 1986 1 9 
946.10 646.92 1986 1 9 
946.14 646.95 1986 1 9 
946.19 646.95 1986 1 9 
946.23 647.02 1986 1 9 
946.28 647.02 1986 1 9 
946.28 647.04 1986 1 9 
946.32 647.07 1986 1 9 
946.35 647.07 1986 1 9 
946.37 647.08 1986 1 9 
946.40 647.10 1986 1 9 
946.40 647.11 1986 1 9 
946.42 647.17 1986 1 9 
946.44 647.18 1986 1 9 
946.44 647.20 1986 1 9 
946.46 647.22 1986 1 9 
946.49 647.23 1986 1 9 
946.50 647.24 1986 1 9 
946.52 647.25 1986 1 9 
946.57 647.33 1986 1 9 
946.67 647.35 1986 1 9 
946.68 647.40 1986 1 9 
946.69 647.43 1986 1 9 
946.76 647.43 1986 1 9 
946.89 647.49 1986 1 9 
946.97 647.49 1986 1 9 
946.97 647.54 1986 1 9 
947.03 647.54 1986 1 9 
947.03 647.55 1986 1 9 
947.08 647.56 1986 1 9 
947.08 647.58 1986 1 9 
947.11 647.65 1986 1 9 
947.11 647.67 1986 1 9 
947.16 647.80 1986 1 9 
947.20 647.81 1986 1 9 
947.27 647.86 1986 1 9 
947.30 647.88 1986 1 9 
947.31 647.95 1986 1 9 
947.36 647.98 1986 1 9 
947.50 648.02 1986 1 9 
947.54 648.03 1986 1 9 
947.54 648.07 1986 1 9 
947.57 648.12 1986 1 9 
947.67 648.13 1986 1 9 
947.68 648.20 1986 1 9 
947.68 648.20 1986 1 9 
947.69 648.25 1986 1 9 
947.69 648.29 1986 1 9 
947.71 648.32 1986 1 9 
947.72 648.35 1986 1 9 
947.75 648.39 1986 1 9 
947.78 648.39 1986 1 9 
947.80 648.41 1986 1 9 
947.85 648.41 1986 1 9 
947.88 648.41 1986 1 9 
947.94 648.41 1986 1 9 
947.99 648.44 1986 1 9 
948.01 648.46 1986 1 9 
948.08 648.51 1986 1 9 
948.10 648.53 1986 1 9 
948.11 648.59 1986 1 9 
948.12 648.61 1986 1 9 
948.14 648.62 1986 1 9 
948.14 648.62 1986 1 9 
948.26 648.69 1986 1 9 
948.27 648.71 1986 1 9 
948.31 648.72 1986 1 9 
948.32 648.79 1986 1 9 
948.33 648.85 1986 1 9 
948.33 648.85 1986 1 9 
948.34 648.86 1986 1 9 
948.35 648.91 1986 1 9 
948.35 648.94 1986 1 9 
948.37 648.98 1986 1 9 
948.38 649.06 1986 1 9 
948.38 649.08 1986 1 9 
948.46 649.11 1986 1 9 
948.46 649.17 1986 1 9 
948.53 649.18 1986 1 9 
948.57 649.22 1986 1 9 
948.59 649.31 1986 1 9 
948.60 649.32 1986 1 9 
948.64 649.35 1986 1 9 
948.71 649.35 1986 1 9 
948.79 649.35 1986 1 9 
948.81 649.36 1986 1 9 
948.83 649.36 1986 1 9 
948.83 649.37 1986 1 9 
948.84 649.39 1986 1 9 
948.89 649.41 1986 1 9 
948.90 649.42 1986 1 9 
948.91 649.48 1986 1 9 
948.92 649.49 1986 1 9 
948.93 649.52 1986 1 9 
948.96 649.52 1986 1 9 
949.03 649.53 1986 1 9 
949.06 649.55 1986 1 9 
949.13 649.56 1986 1 9 
949.14 649.57 1986 1 9 
949.24 649.60 1986 1 9 
949.26 649.66 1986 1 9 
949.34 649.68 1986 1 9 
949.35 649.72 1986 1 9 
949.35 649.73 1986 1 9 
949.37 649.75 1986 1 9 
949.38 649.75 1986 1 9 
949.41 649.76 1986 1 9 
949.41 649.77 1986 1 9 
949.43 649.77 1986 1 9 
949.45 649.78 1986 1 9 
949.46 649.78 1986 1 9 
949.49 649.79 1986 1 9 
949.50 649.80 1986 1 9 
949.51 649.82 1986 1 9 
949.52 649.87 1986 1 9 
949.56 649.88 1986 1 9 
949.58 649.91 1986 1 9 
949.58 649.92 1986 1 9 
949.60 649.93 1986 1 9 
949.60 649.95 1986 1 9 
949.60 649.97 1986 1 9 
949.63 649.98 1986 1 9 
949.67 649.99 1986 1 9 
949.68 650.06 1986 1 10 
949.68 650.07 1986 1 10 
949.68 650.07 1986 1 10 
949.70 650.08 1986 1 10 
949.77 650.09 1986 1 10 
949.78 650.10 1986 1 10 
949.82 650.11 1986 1 10 
949.97 650.13 1986 1 10 
949.98 650.14 1986 1 10 
950.06 650.14 1987 1 10 
950.08 650.16 1987 1 10 
950.10 650.19 1987 1 10 
950.11 650.30 1987 1 10 
950.11 650.34 1987 1 10 
950.15 650.36 1987 1 10 
950.16 650.36 1987 1 10 
950.16 650.37 1987 1 10 
950.16 650.41 1987 1 10 
950.24 650.43 1987 1 10 
950.25 650.44 1987 1 10 
950.30 650.47 1987 1 10 
950.34 650.54 1987 1 10 
950.34 650.55 1987 1 10 
950.36 650.57 1987 1 10 
950.38 650.59 1987 1 10 
950.41 650.60 1987 1 10 
950.42 650.64 1987 1 10 
950.47 650.72 1987 1 10 
950.49 650.77 1987 1 10 
950.59 650.80 1987 1 10 
950.61 650.83 1987 1 10 
950.69 650.84 1987 1 10 
950.70 650.88 1987 1 10 
950.74 650.88 1987 1 10 
950.82 650.88 1987 1 10 
950.90 650.88 1987 1 10 
950.91 650.89 1987 1 10 
950.94 650.94 1987 1 10 
950.95 650.98 1987 1 10 
950.96 651.02 1987 1 10 
950.99 651.03 1987 1 10 
951.00 651.03 1987 1 10 
951.04 651.08 1987 1 10 
951.12 651.11 1987 1 10 
951.18 651.11 1987 1 10 
951.19 651.12 1987 1 10 
951.23 651.13 1987 1 10 
951.24 651.15 1987 1 10 
951.26 651.17 1987 1 10 
951.32 651.19 1987 1 10 
951.34 651.21 1987 1 10 
951.36 651.35 1987 1 10 
951.37 651.36 1987 1 10 
951.44 651.43 1987 1 10 
951.45 651.50 1987 1 10 
951.46 651.55 1987 1 10 
951.47 651.65 1987 1 10 
951.50 651.66 1987 1 10 
951.55 651.75 1987 1 10 
951.61 651.79 1987 1 10 
951.67 651.81 1987 1 10 
951.68 651.82 1987 1 10 
951.69 651.84 1987 1 10 
951.72 651.92 1987 1 10 
951.77 651.94 1987 1 10 
951.78 651.95 1987 1 10 
951.79 651.98 1987 1 10 
951.80 651.99 1987 1 10 
951.85 652.04 1987 1 10 
